"Year","zip","Borough","Neighborhood","Percentage","Number"
20,10000,"MANHATTAN","#N/A","#N/A",0
20,10001,"MANHATTAN","CHELSEA AND CLINTON","0.01889753",9292.59259259259
20,10002,"MANHATTAN","LOWER EAST SIDE","0.023195525",29428.9473684211
20,10003,"MANHATTAN","LOWER EAST SIDE","0.023195525",18323.6842105263
20,10004,"MANHATTAN","LOWER MANHATTAN","0.004093328",1477.58224942617
20,10005,"MANHATTAN","LOWER MANHATTAN","0.004093328",1108.18668706963
20,10006,"MANHATTAN","LOWER MANHATTAN","0.004093328",1108.18668706963
20,10007,"MANHATTAN","LOWER MANHATTAN","0.004093328",4802.14231063504
20,10009,"MANHATTAN","LOWER EAST SIDE","0.023195525",29984.2105263158
20,10010,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.009209988",7387.91124713083
20,10011,"MANHATTAN","CHELSEA AND CLINTON","0.01889753",13224.0740740741
20,10012,"MANHATTAN","GREENWICH VILLAGE AND SOHO","0.014463092",12928.844682479
20,10013,"MANHATTAN","GREENWICH VILLAGE AND SOHO","0.014463092",14406.4269319051
20,10014,"MANHATTAN","GREENWICH VILLAGE AND SOHO","0.014463092",11451.2624330528
20,10016,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.009209988",9973.68018362663
20,10017,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.009209988",1477.58224942617
20,10018,"MANHATTAN","CHELSEA AND CLINTON","0.01889753",4646.2962962963
20,10019,"MANHATTAN","CHELSEA AND CLINTON","0.01889753",10007.4074074074
20,10021,"MANHATTAN","UPPER EAST SIDE","0.026060854",4554
20,10022,"MANHATTAN","GRAMERCY PARK AND MURRAY HILL","0.009209988",7018.51568477429
20,10023,"MANHATTAN","UPPER WEST SIDE","0.056419703",13810.6741573034
20,10024,"MANHATTAN","UPPER WEST SIDE","0.056419703",27847.7528089888
20,10025,"MANHATTAN","UPPER WEST SIDE","0.056419703",26942.1348314607
20,10026,"MANHATTAN","CENTRAL HARLEM","0.045435939",18862.3655913979
20,10027,"MANHATTAN","CENTRAL HARLEM","0.045435939",19247.311827957
20,10028,"MANHATTAN","UPPER EAST SIDE","0.026060854",19228
20,10029,"MANHATTAN","EAST HARLEM","0.022854414",20148.5714285714
20,10030,"MANHATTAN","CENTRAL HARLEM","0.045435939",12510.752688172
20,10031,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.042502388",17600
20,10032,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.042502388",16000
20,10033,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.042502388",11466.6666666667
20,10034,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.042502388",10666.6666666667
20,10035,"MANHATTAN","EAST HARLEM","0.022854414",15725.7142857143
20,10036,"MANHATTAN","CHELSEA AND CLINTON","0.01889753",8577.77777777778
20,10037,"MANHATTAN","CENTRAL HARLEM","0.045435939",5966.66666666667
20,10038,"MANHATTAN","LOWER MANHATTAN","0.004093328",2955.16449885233
20,10039,"MANHATTAN","CENTRAL HARLEM","0.045435939",4426.88172043011
20,10040,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.042502388",4000
20,10044,"MANHATTAN","UPPER EAST SIDE","0.026060854",0
20,10065,"MANHATTAN","UPPER EAST SIDE","0.026060854",10626
20,10069,"MANHATTAN","#N/A","#N/A",369.395562356542
20,10075,"MANHATTAN","UPPER EAST SIDE","0.026060854",10120
20,10128,"MANHATTAN","UPPER EAST SIDE","0.026060854",13662
20,10280,"MANHATTAN","LOWER MANHATTAN","0.004093328",369.395562356542
20,10282,"MANHATTAN","#N/A","#N/A",738.791124713083
20,10301,"STATEN ISLAND","STAPLETON AND ST. GEORGE","0.011393096",16992.1958684009
20,10302,"STATEN ISLAND","PORT RICHMOND","0.009823987",8126.70237184392
20,10303,"STATEN ISLAND","PORT RICHMOND","0.009823987",9973.68018362663
20,10304,"STATEN ISLAND","STAPLETON AND ST. GEORGE","0.011393096",15884.0091813313
20,10305,"STATEN ISLAND","STAPLETON AND ST. GEORGE","0.011393096",11451.2624330528
20,10306,"STATEN ISLAND","SOUTH SHORE","0.013303316",15884.0091813313
