"Year","BBL","zip","count"
"2010",1011220104,10023,5
"2010",1011230044,10023,1
"2010",1011230047,10023,1
"2010",1011240009,10023,1
"2010",1011240018,10023,1
"2010",1011250061,10023,1
"2010",1011260010,10023,1
"2010",1011260011,10023,1
"2010",1011270006,10023,1
"2010",1011280006,10023,1
"2010",1011280057,10023,1
"2010",1011280059,10023,2
"2010",1011280159,10023,1
"2010",1011290002,10023,2
"2010",1011290003,10023,3
"2010",1011290012,10023,1
"2010",1011290017,10023,3
"2010",1011380061,10023,2
"2010",1011417501,10023,1
"2010",1011420038,10023,4
"2010",1011420039,10023,2
"2010",1011420041,10023,5
"2010",1011430024,10023,1
"2010",1011460014,10023,1
"2010",1011460022,10023,1
"2010",1011470041,10023,2
"2010",1011470051,10023,1
"2010",1011480052,10024,1
"2010",1011500001,10024,1
"2010",1011517501,10023,1
"2010",1011520013,10023,1
"2010",1011560020,10023,2
"2010",1011630015,10023,1
"2010",1011637502,10023,1
"2010",1011640054,10023,1
"2010",1011640057,10023,1
"2010",1011640063,10023,1
"2010",1011650001,10023,3
"2010",1011650005,10023,5
"2010",1011650054,10023,1
"2010",1011650055,10023,1
"2010",1011650104,10023,1
"2010",1011660013,10023,1
"2010",1011660052,10023,2
"2010",1011660151,10023,1
"2010",1011670059,10023,1
"2010",1011680056,10024,1
"2010",1011690042,10024,1
"2010",1011840025,10023,1
"2010",1011850084,10024,1
"2010",1011850094,10024,1
"2010",1011860001,10024,1
"2010",1011950001,10024,4
"2010",1011950041,10024,1
"2010",1011950062,10024,2
"2010",1011960040,10024,1
"2010",1011970010,10024,1
"2010",1011970059,10024,1
"2010",1011970060,10024,1
"2010",1011970061,10024,2
"2010",1011980024,10024,1
"2010",1011980108,10024,1
"2010",1011990013,10024,1
"2010",1012000011,10024,1
"2010",1012000037,10024,2
"2010",1012000150,10024,2
"2010",1012010014,10024,4
"2010",1012010045,10024,1
"2010",1012030001,10024,2
"2010",1012100033,10024,1
"2010",1012100039,10024,1
"2010",1012100055,10024,1
"2010",1012110006,10024,2
"2010",1012110008,10024,2
"2010",1012110012,10024,1
"2010",1012110018,10024,1
"2010",1012120025,10024,1
"2010",1012120038,10024,1
"2010",1012120059,10024,1
"2010",1012120060,10024,1
"2010",1012120062,10024,2
"2010",1012120146,10024,1
"2010",1012127502,10024,1
"2010",1012130128,10024,1
"2010",1012137504,10024,1
"2010",1012160027,10024,2
"2010",1012180001,10024,1
"2010",1012180029,10024,1
"2010",1012240038,10025,1
"2010",1012240157,10025,2
"2010",1012250048,10025,3
"2010",1012260009,10025,1
"2010",1012270039,10024,1
"2010",1012270042,10024,1
"2010",1012280001,10024,1
"2010",1012287501,10024,3
"2010",1012290037,10024,1
"2010",1012290040,10024,1
"2010",1012300023,10024,1
"2010",1012307501,10024,2
"2010",1012310011,10024,2
"2010",1012310026,10024,1
"2010",1012310029,10024,1
"2010",1012320031,10024,1
"2010",1012330011,10024,1
"2010",1012330024,10024,2
"2010",1012330025,10024,1
"2010",1012330029,10024,2
"2010",1012350061,10024,1
"2010",1012360027,10024,1
"2010",1012360035,10024,1
"2010",1012360036,10024,3
"2010",1012370033,10024,1
"2010",1012380046,10024,1
"2010",1012390010,10024,1
"2010",1012390039,10025,1
"2010",1012400029,10025,1
"2010",1012410046,10025,1
"2010",1012417501,10025,1
"2010",1012420003,10025,1
"2010",1012420029,10025,1
"2010",1012420034,10025,2
"2010",1012420036,10025,1
"2010",1012420037,10025,1
"2010",1012430001,10025,1
"2010",1012430063,10025,1
"2010",1012440090,10024,3
"2010",1012450014,10024,1
"2010",1012450091,10024,1
"2010",1012460011,10024,1
"2010",1012460015,10024,1
"2010",1012467501,10024,1
"2010",1012480037,10024,1
"2010",1012480039,10024,10
"2010",1012480041,10024,1
"2010",1012480044,10024,4
"2010",1012480048,10024,1
"2010",1012480049,10024,1
"2010",1012480053,10024,2
"2010",1012487501,10024,4
"2010",1012490001,10024,1
"2010",1012490013,10024,1
"2010",1012490021,10024,1
"2010",1012490022,10024,2
"2010",1012490028,10024,1
"2010",1012490037,10024,1
"2010",1012490047,10024,1
"2010",1012490143,10024,1
"2010",1012500021,10024,1
"2010",1012500067,10024,3
"2010",1012500076,10024,1
"2010",1012500101,10024,1
"2010",1012500103,10024,1
"2010",1012500104,10024,1
"2010",1012500105,10024,3
"2010",1012500107,10024,1
"2010",1012500110,10024,1
"2010",1012510117,10024,1
"2010",1012520025,10025,1
"2010",1012520034,10025,4
"2010",1012520038,10025,2
"2010",1012520063,10025,1
"2010",1012530038,10025,1
"2010",1012530090,10025,1
"2010",1012600020,10036,1
"2010",1012630061,10036,1
"2010",1012640005,10020,1
"2010",1012840007,10017,1
"2010",1013110028,10022,1
"2010",1013120026,10022,1
"2010",1013120027,10022,3
"2010",1013120028,10022,1
"2010",1013180011,10017,1
"2010",1013190037,10017,1
"2010",1013360010,10017,1
"2010",1013420003,10022,1
"2010",1013450001,10022,1
"2010",1013470031,10022,2
"2010",1013640014,10022,1
"2010",1013640047,10022,1
"2010",1013740021,10022,1
"2010",1013770016,10065,1
"2010",1013770046,10065,1
"2010",1013800026,10065,1
"2010",1013810049,10065,1
"2010",1013850027,10021,1
"2010",1013850029,10021,1
"2010",1013870008,10021,2
"2010",1013950167,10065,1
"2010",1013990001,10065,1
"2010",1013990006,10065,1
"2010",1014010001,10065,1
"2010",1014050045,10021,1
"2010",1014050058,10021,1
"2010",1014050059,10021,1
"2010",1014050064,10021,1
"2010",1014057501,10021,1
"2010",1014060007,10021,3
"2010",1014060025,10021,1
"2010",1014060113,10021,1
"2010",1014060125,10021,1
"2010",1014070016,10021,1
"2010",1014080020,10021,1
"2010",1014080058,10021,1
"2010",1014107502,10021,1
"2010",1014110033,10021,1
"2010",1014150011,10022,1
"2010",1014157501,10022,1
"2010",1014180021,10065,1
"2010",1014250028,10021,1
"2010",1014320013,10075,1
"2010",1014320035,10075,1
"2010",1014330022,10075,1
"2010",1014350001,10065,1
"2010",1014350016,10065,1
"2010",1014360009,10065,1
"2010",1014360013,10065,2
"2010",1014360035,10065,1
"2010",1014360037,10065,2
"2010",1014360044,10065,1
"2010",1014360047,10065,1
"2010",1014370045,10065,1
"2010",1014400005,10065,1
"2010",1014470027,10021,1
"2010",1014480001,10021,1
"2010",1014500015,10021,1
"2010",1014510008,10021,1
"2010",1014520049,10075,1
"2010",1014560046,10065,2
"2010",1014570002,10065,2
"2010",1014650040,10021,1
"2010",1014690043,10021,1
"2010",1014700014,10021,2
"2010",1014710001,10075,1
"2010",1014710045,10075,1
"2010",1014720011,10075,1
"2010",1014720032,10075,1
"2010",1014720038,10075,2
"2010",1014720041,10075,1
"2010",1014720042,10075,3
"2010",1014720047,10075,2
"2010",1014730038,10075,1
"2010",1014800010,10065,1
"2010",1014900122,10075,1
"2010",1014920015,10075,1
"2010",1014930064,10028,1
"2010",1014937504,10028,1
"2010",1014960009,10028,1
"2010",1015040020,10128,2
"2010",1015040059,10128,1
"2010",1015057502,10128,1
"2010",1015080072,10075,1
"2010",1015100040,10028,1
"2010",1015100044,10028,1
"2010",1015110024,10028,1
"2010",1015140058,10028,1
"2010",1015160004,10128,7
"2010",1015160059,10128,1
"2010",1015160069,10128,1
"2010",1015170007,10128,10
"2010",1015170013,10128,1
"2010",1015170015,10128,2
"2010",1015170016,10128,5
"2010",1015170042,10128,2
"2010",1015177501,10128,2
"2010",1015210045,10128,1
"2010",1015210069,10128,1
"2010",1015220014,10128,1
"2010",1015220016,10128,1
"2010",1015250021,10075,1
"2010",1015250031,10075,1
"2010",1015260016,10075,1
"2010",1015260021,10075,1
"2010",1015270043,10028,1
"2010",1015320022,10128,1
"2010",1015340012,10128,1
"2010",1015340014,10128,1
"2010",1015340031,10128,2
"2010",1015400030,10128,1
"2010",1015400034,10128,1
"2010",1015400043,10128,1
"2010",1015400129,10128,1
"2010",1015420043,10075,1
"2010",1015440036,10028,1
"2010",1015480026,10028,1
"2010",1015480027,10028,1
"2010",1015520046,10128,1
"2010",1015540005,10128,1
"2010",1015550015,10128,1
"2010",1015550017,10128,1
"2010",1015550023,10128,3
"2010",1015550033,10128,2
"2010",1015550034,10128,2
"2010",1015550035,10128,2
"2010",1015550036,10128,2
"2010",1015550037,10128,2
"2010",1015550039,10128,3
"2010",1015550040,10128,8
"2010",1015550041,10128,6
"2010",1015550042,10128,2
"2010",1015550043,10128,4
"2010",1015550045,10128,1
"2010",1015550048,10128,1
"2010",1015557501,10128,1
"2010",1015560005,10128,1
"2010",1015560008,10128,1
"2010",1015560009,10128,2
"2010",1015560012,10128,1
"2010",1015560013,10128,2
"2010",1015560014,10128,1
"2010",1015570019,10128,4
"2010",1015570021,10128,1
"2010",1015570025,10128,2
"2010",1015570034,10128,1
"2010",1015570035,10128,1
"2010",1015580020,10128,1
"2010",1015620036,10028,1
"2010",1015630001,10028,1
"2010",1015630008,10028,2
"2010",1015650023,10028,1
"2010",1015650029,10028,1
"2010",1015670006,10128,2
"2010",1015670007,10128,1
"2010",1015670008,10128,1
"2010",1015670009,10128,1
"2010",1015670011,10128,1
"2010",1015670012,10128,1
"2010",1015670021,10128,1
"2010",1015670031,10128,1
"2010",1015710002,10128,1
"2010",1015780035,10028,1
"2010",1015780046,10028,1
"2010",1015900007,10028,1
"2010",1015900036,10028,1
"2010",1015940040,10026,1
"2010",1015990003,10026,1
"2010",1016010027,10026,1
"2010",1016020033,10128,1
"2010",1016020057,10029,1
"2010",1016020058,10029,1
"2010",1016020060,10029,1
"2010",1016100023,10029,2
"2010",1016130006,10029,1
"2010",1016140069,10029,1
"2010",1016150060,10029,1
"2010",1016160039,10029,3
"2010",1016170007,10029,1
"2010",1016200023,10029,1
"2010",1016230034,10035,2
"2010",1016230035,10035,1
"2010",1016240025,10128,1
"2010",1016240033,10128,1
"2010",1016260021,10029,1
"2010",1016270025,10029,1
"2010",1016280020,10029,1
"2010",1016280022,10029,1
"2010",1016280029,10029,1
"2010",1016280050,10029,1
"2010",1016280052,10029,3
"2010",1016280163,10029,1
"2010",1016290040,10029,1
"2010",1016290049,10029,1
"2010",1016290157,10029,1
"2010",1016300010,10029,3
"2010",1016300065,10029,1
"2010",1016310041,10029,1
"2010",1016310048,10029,1
"2010",1016320022,10029,1
"2010",1016320023,10029,1
"2010",1016330040,10029,1
"2010",1016340050,10029,1
"2010",1016340051,10029,1
"2010",1016340060,10029,2
"2010",1016380052,10029,1
"2010",1016390042,10029,1
"2010",1016430059,10029,1
"2010",1016430068,10029,1
"2010",1016440001,10029,1
"2010",1016440059,10035,4
"2010",1016440066,10035,2
"2010",1016440069,10035,1
"2010",1016440147,10035,1
"2010",1016450012,10035,3
"2010",1016450030,10035,1
"2010",1016450133,10035,1
"2010",1016490001,10029,1
"2010",1016540011,10029,1
"2010",1016540141,10029,1
"2010",1016550011,10029,1
"2010",1016560001,10029,1
"2010",1016590105,10029,1
"2010",1016600004,10029,1
"2010",1016600031,10029,1
"2010",1016650018,10029,1
"2010",1016650025,10029,1
"2010",1016660021,10035,1
"2010",1016670006,10035,1
"2010",1016670018,10035,1
"2010",1016670029,10035,1
"2010",1016710031,10029,1
"2010",1016740049,10029,1
"2010",1016747501,10029,1
"2010",1016750001,10029,1
"2010",1016770008,10029,1
"2010",1016770038,10029,2
"2010",1016770040,10029,1
"2010",1016810031,10029,1
"2010",1016810123,10029,2
"2010",1016830033,10029,2
"2010",1016880013,10029,1
"2010",1016940007,10029,1
"2010",1017010001,10029,2
"2010",1017080040,10029,1
"2010",1017080045,10029,3
"2010",1017170048,10026,1
"2010",1017170054,10026,1
"2010",1017170056,10026,3
"2010",1017170057,10026,1
"2010",1017170152,10026,5
"2010",1017180025,10026,4
"2010",1017180027,10026,2
"2010",1017180037,10027,1
"2010",1017210004,10027,1
"2010",1017210056,10027,1
"2010",1017220057,10027,2
"2010",1017240009,10027,2
"2010",1017240016,10027,1
"2010",1017250009,10027,2
"2010",1017280050,10037,2
"2010",1017287501,10037,2
"2010",1017290034,10037,1
"2010",1017450001,10035,1
"2010",1017450050,10035,1
"2010",1017450071,10035,2
"2010",1017460048,10035,1
"2010",1017490021,10035,2
"2010",1017500049,10035,1
"2010",1017507501,10035,1
"2010",1017510120,10035,1
"2010",1017540016,10035,2
"2010",1017550025,10037,1
"2010",1017560006,10037,1
"2010",1017560030,10037,1
"2010",1017560061,10037,1
"2010",1017600101,10037,1
"2010",1017670016,10035,2
"2010",1017750006,10035,6
"2010",1017750165,10035,1
"2010",1017780006,10035,2
"2010",1017790007,10037,4
"2010",1017830005,10035,1
"2010",1017960033,10035,2
"2010",1017960034,10035,3
"2010",1018200017,10026,1
"2010",1018210046,10026,1
"2010",1018220001,10026,1
"2010",1018220017,10026,1
"2010",1018230007,10026,1
"2010",1018230018,10026,7
"2010",1018230056,10026,2
"2010",1018230058,10026,1
"2010",1018240016,10026,1
"2010",1018250041,10026,1
"2010",1018250063,10026,1
"2010",1018280034,10026,1
"2010",1018290015,10026,2
"2010",1018290017,10026,1
"2010",1018290033,10026,2
"2010",1018290039,10026,1
"2010",1018300019,10026,1
"2010",1018300036,10026,2
"2010",1018300052,10026,5
"2010",1018300053,10026,1
"2010",1018300059,10026,1
"2010",1018307501,10026,3
"2010",1018307503,10026,1
"2010",1018310001,10026,4
"2010",1018310008,10026,1
"2010",1018310009,10026,4
"2010",1018310019,10026,1
"2010",1018310020,10026,1
"2010",1018310025,10026,1
"2010",1018310029,10026,1
"2010",1018310033,10026,1
"2010",1018310040,10026,1
"2010",1018310053,10026,1
"2010",1018317502,10026,2
"2010",1018320023,10025,1
"2010",1018380039,10025,1
"2010",1018387501,10025,2
"2010",1018410010,10025,1
"2010",1018410160,10025,2
"2010",1018420042,10025,2
"2010",1018430001,10025,1
"2010",1018430002,10025,5
"2010",1018430020,10025,2
"2010",1018430037,10025,1
"2010",1018437501,10025,1
"2010",1018460054,10026,1
"2010",1018460057,10026,1
"2010",1018470063,10026,1
"2010",1018470068,10026,1
"2010",1018510005,10025,1
"2010",1018520005,10025,1
"2010",1018520099,10025,2
"2010",1018610029,10025,4
"2010",1018630002,10025,1
"2010",1018630029,10025,1
"2010",1018630046,10025,1
"2010",1018680020,10025,1
"2010",1018687501,10025,4
"2010",1018697502,10025,1
"2010",1018697503,10025,3
"2010",1018700035,10025,2
"2010",1018700037,10025,1
"2010",1018700042,10025,1
"2010",1018700043,10025,1
"2010",1018700052,10025,1
"2010",1018700056,10025,3
"2010",1018720019,10025,2
"2010",1018720020,10025,1
"2010",1018720043,10025,1
"2010",1018720052,10025,2
"2010",1018760020,10025,1
"2010",1018780037,10025,1
"2010",1018780047,10025,1
"2010",1018790001,10025,1
"2010",1018790013,10025,1
"2010",1018790036,10025,1
"2010",1018790041,10025,1
"2010",1018790044,10025,6
"2010",1018790051,10025,2
"2010",1018790058,10025,1
"2010",1018800029,10025,1
"2010",1018800044,10025,1
"2010",1018800061,10025,1
"2010",1018810010,10025,1
"2010",1018810022,10025,1
"2010",1018810028,10025,1
"2010",1018820024,10025,1
"2010",1018830022,10025,1
"2010",1018830026,10025,1
"2010",1018830028,10025,1
"2010",1018860001,10027,2
"2010",1018870031,10025,2
"2010",1018870048,10025,1
"2010",1018870058,10025,3
"2010",1018877501,10025,1
"2010",1018877502,10025,1
"2010",1018890001,10025,1
"2010",1018890011,10025,1
"2010",1018900028,10025,1
"2010",1018900036,10025,1
"2010",1018900048,10025,1
"2010",1018910044,10025,1
"2010",1018920013,10025,1
"2010",1018940067,10025,1
"2010",1018947501,10025,1
"2010",1018950076,10025,1
"2010",1018960001,10025,1
"2010",1018960020,10025,4
"2010",1018960034,10025,3
"2010",1018960055,10025,1
"2010",1019010001,10026,1
"2010",1019010021,10026,1
"2010",1019020107,10026,1
"2010",1019030013,10026,1
"2010",1019060004,10027,1
"2010",1019060006,10027,1
"2010",1019060061,10027,2
"2010",1019070005,10027,2
"2010",1019070018,10027,1
"2010",1019080037,10027,1
"2010",1019080051,10027,1
"2010",1019080054,10027,1
